             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   10.119.38.154|     6|     2016-03-04 21:10:39|     2016-03-04 21:10:39|        34|        67|      3082|
   10.119.38.154|     6|     2016-03-04 21:10:39|     2016-03-04 21:10:39|        52|       102|      4692|
   10.119.38.104|     1|     2016-03-04 21:11:01|     2016-03-04 21:11:06|        37|       117|      7722|
   10.119.38.104|     1|     2016-03-04 21:11:16|     2016-03-04 21:11:21|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 21:11:23|     2016-03-04 21:11:28|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 21:12:23|     2016-03-04 21:12:28|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 21:13:23|     2016-03-04 21:13:28|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 21:14:23|     2016-03-04 21:14:28|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 21:14:31|     2016-03-04 21:14:36|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:17:23|     2016-03-04 21:17:28|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 21:18:46|     2016-03-04 21:18:51|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:19:16|     2016-03-04 21:19:22|        37|       124|      8184|
   10.119.38.104|     1|     2016-03-04 21:19:23|     2016-03-04 21:19:28|        35|       108|      7128|
   10.119.38.104|     1|     2016-03-04 21:19:38|     2016-03-04 21:19:43|        36|       113|      7458|
   10.119.38.104|     1|     2016-03-04 21:20:23|     2016-03-04 21:20:30|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 21:22:16|     2016-03-04 21:22:22|        33|       113|      7458|
   10.119.38.104|     1|     2016-03-04 21:22:23|     2016-03-04 21:22:28|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 21:24:23|     2016-03-04 21:24:28|        34|       120|      7920|
   10.119.38.104|     1|     2016-03-04 21:24:53|     2016-03-04 21:24:58|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 21:26:16|     2016-03-04 21:26:21|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 21:26:38|     2016-03-04 21:26:45|        33|       107|      7062|
   10.119.38.104|     1|     2016-03-04 21:27:38|     2016-03-04 21:27:43|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 21:29:46|     2016-03-04 21:29:51|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 21:32:38|     2016-03-04 21:32:43|        37|       120|      7920|
   10.119.38.104|     1|     2016-03-04 21:32:53|     2016-03-04 21:32:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:33:23|     2016-03-04 21:33:28|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 21:33:46|     2016-03-04 21:33:51|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 21:34:01|     2016-03-04 21:34:06|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 21:35:31|     2016-03-04 21:35:36|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:37:46|     2016-03-04 21:37:51|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 21:38:01|     2016-03-04 21:38:06|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 21:39:16|     2016-03-04 21:39:21|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:39:38|     2016-03-04 21:39:43|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 21:40:16|     2016-03-04 21:40:21|        40|       120|      7920|
   10.119.38.104|     1|     2016-03-04 21:40:19|     2016-03-04 21:40:24|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 21:40:38|     2016-03-04 21:40:43|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:40:41|     2016-03-04 21:40:46|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 21:41:53|     2016-03-04 21:41:58|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 21:41:58|     2016-03-04 21:42:03|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:42:01|     2016-03-04 21:42:06|        40|       120|      7920|
   10.119.38.104|     1|     2016-03-04 21:42:05|     2016-03-04 21:42:10|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:42:23|     2016-03-04 21:42:28|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 21:42:46|     2016-03-04 21:42:51|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 21:43:23|     2016-03-04 21:43:28|        43|       129|      8514|
   10.119.38.104|     1|     2016-03-04 21:43:41|     2016-03-04 21:43:46|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 21:43:46|     2016-03-04 21:43:51|        33|       107|      7062|
   10.119.38.104|     1|     2016-03-04 21:44:16|     2016-03-04 21:44:21|        34|       106|      6996|
   10.119.69.130|     6|     2016-03-04 21:44:49|     2016-03-04 21:45:01|        32|        91|      4536|
   10.119.38.104|     1|     2016-03-04 21:44:46|     2016-03-04 21:44:51|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 21:45:16|     2016-03-04 21:45:21|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 21:45:20|     2016-03-04 21:45:25|        33|       103|      6798|
   10.119.69.130|     6|     2016-03-04 21:46:09|     2016-03-04 21:46:19|        32|        92|      4552|
   10.119.69.130|     6|     2016-03-04 21:46:39|     2016-03-04 21:46:49|        49|       130|      6470|
   10.119.38.104|     1|     2016-03-04 21:46:36|     2016-03-04 21:46:41|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 21:46:43|     2016-03-04 21:46:48|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:46:53|     2016-03-04 21:46:58|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 21:47:16|     2016-03-04 21:47:22|        33|       103|      6798|
   10.119.69.130|     6|     2016-03-04 21:47:59|     2016-03-04 21:48:09|        37|       103|      5108|
   10.119.38.104|     1|     2016-03-04 21:48:08|     2016-03-04 21:48:13|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 21:48:15|     2016-03-04 21:48:21|        58|       188|     12408|
   10.119.38.104|     1|     2016-03-04 21:48:43|     2016-03-04 21:48:47|        49|       151|      9966|
   10.119.38.104|     1|     2016-03-04 21:49:23|     2016-03-04 21:49:28|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 21:50:08|     2016-03-04 21:50:15|        35|       124|      8184|
   10.119.38.104|     1|     2016-03-04 21:50:31|     2016-03-04 21:50:36|        45|       135|      8910|
   10.119.38.104|     1|     2016-03-04 21:50:38|     2016-03-04 21:50:43|        69|       207|     13662|
  131.247.70.112|     6|     2016-03-04 21:50:54|     2016-03-04 21:50:54|        32|        32|      1664|
   10.119.38.104|     1|     2016-03-04 21:51:08|     2016-03-04 21:51:13|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 21:52:08|     2016-03-04 21:52:13|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 21:52:23|     2016-03-04 21:52:28|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 21:53:14|     2016-03-04 21:53:21|        50|       166|     10956|
   10.119.38.104|     1|     2016-03-04 21:53:49|     2016-03-04 21:53:54|        37|       116|      7656|
   10.119.38.104|     1|     2016-03-04 21:54:04|     2016-03-04 21:54:09|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 21:54:53|     2016-03-04 21:54:58|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 21:55:12|     2016-03-04 21:55:18|        32|       102|      6732|
   10.119.38.104|     1|     2016-03-04 21:56:16|     2016-03-04 21:56:25|        38|       134|      8844|
   10.119.38.154|     6|     2016-03-04 21:57:09|     2016-03-04 21:57:09|        35|        68|      3128|
   10.119.38.104|     1|     2016-03-04 21:57:38|     2016-03-04 21:57:43|        42|       126|      8316|
   10.119.38.104|     1|     2016-03-04 21:58:09|     2016-03-04 21:58:16|        32|       104|      6864|
   10.119.38.104|     1|     2016-03-04 21:59:38|     2016-03-04 21:59:43|        33|        99|      6534|
   131.247.67.45|     6|     2016-03-04 22:01:06|     2016-03-04 22:01:11|        32|       248|     27347|
   131.247.67.45|     6|     2016-03-04 22:01:14|     2016-03-04 22:01:21|        35|       252|     28304|
   131.247.67.45|     6|     2016-03-04 22:01:29|     2016-03-04 22:01:37|        55|       464|    154883|
   131.247.67.45|     6|     2016-03-04 22:01:38|     2016-03-04 22:01:45|        43|       620|    390187|
   131.247.67.45|     6|     2016-03-04 22:02:10|     2016-03-04 22:02:18|        52|       387|     53915|
   131.247.67.45|     6|     2016-03-04 22:02:58|     2016-03-04 22:03:05|        39|       460|    188755|
   131.247.67.45|     6|     2016-03-04 22:04:34|     2016-03-04 22:04:41|        44|      2152|    131277|
   131.247.67.45|     6|     2016-03-04 22:10:27|     2016-03-04 22:10:34|        34|       386|     64194|
   131.247.67.45|     6|     2016-03-04 22:10:42|     2016-03-04 22:10:50|        38|       361|     49355|
   131.247.67.45|     6|     2016-03-04 22:12:03|     2016-03-04 22:12:11|        35|       225|     26253|
   131.247.67.45|     6|     2016-03-04 22:12:19|     2016-03-04 22:12:24|        32|       226|     30431|
   131.247.67.45|     6|     2016-03-04 22:13:40|     2016-03-04 22:13:47|        36|       287|     42500|
   131.247.67.45|     6|     2016-03-04 22:15:31|     2016-03-04 22:15:39|        33|       304|     41435|
   131.247.67.45|     6|     2016-03-04 22:15:40|     2016-03-04 22:15:47|        46|      2258|    915984|
   131.247.67.45|     6|     2016-03-04 22:17:16|     2016-03-04 22:17:23|        44|       371|     62419|
   10.119.38.104|     1|     2016-03-04 22:17:22|     2016-03-04 22:17:26|        49|       148|      9768|
   131.247.67.45|     6|     2016-03-04 22:17:48|     2016-03-04 22:17:54|        32|       543|     43901|
   131.247.67.45|     6|     2016-03-04 22:18:04|     2016-03-04 22:18:10|        36|       226|     30963|
   10.119.38.104|     1|     2016-03-04 22:18:06|     2016-03-04 22:18:11|        35|       105|      6930|
   131.247.67.45|     6|     2016-03-04 22:18:20|     2016-03-04 22:18:27|        36|       307|     37509|
   131.247.67.45|     6|     2016-03-04 22:18:20|     2016-03-04 22:18:28|        38|       260|     31306|
   131.247.67.45|     6|     2016-03-04 22:18:36|     2016-03-04 22:18:43|        49|       610|    332511|
   131.247.67.45|     6|     2016-03-04 22:18:36|     2016-03-04 22:18:44|        42|       401|     68977|
   131.247.67.45|     6|     2016-03-04 22:18:44|     2016-03-04 22:19:23|        38|       703|     60421|
   131.247.67.45|     6|     2016-03-04 22:19:48|     2016-03-04 22:19:55|        35|       425|    237766|
   131.247.67.45|     6|     2016-03-04 22:21:47|     2016-03-04 22:21:56|        74|      6813|   7143540|
   131.247.67.45|     6|     2016-03-04 22:21:48|     2016-03-04 22:21:56|        99|      2547|    377656|
   131.247.67.45|     6|     2016-03-04 22:21:55|     2016-03-04 22:22:04|        86|      2040|    363304|
   131.247.67.45|     6|     2016-03-04 22:22:04|     2016-03-04 22:22:12|        99|      1821|    337723|
   131.247.67.45|     6|     2016-03-04 22:22:05|     2016-03-04 22:22:10|        77|      1445|    283364|
   131.247.67.45|     6|     2016-03-04 22:22:06|     2016-03-04 22:22:11|        54|       895|    207031|
   131.247.67.45|     6|     2016-03-04 22:22:23|     2016-03-04 22:22:27|        63|       858|    225945|
   131.247.67.45|     6|     2016-03-04 22:22:30|     2016-03-04 22:22:34|        80|      1071|    278576|
   131.247.67.45|     6|     2016-03-04 22:22:36|     2016-03-04 22:22:41|        50|       742|    228668|
   131.247.67.45|     6|     2016-03-04 22:22:36|     2016-03-04 22:22:44|        42|       550|    143164|
   131.247.67.45|     6|     2016-03-04 22:22:37|     2016-03-04 22:22:44|       114|      1542|    402847|
   131.247.67.45|     6|     2016-03-04 22:22:44|     2016-03-04 22:22:52|       144|      2175|    501255|
   131.247.67.45|     6|     2016-03-04 22:22:47|     2016-03-04 22:22:51|        44|       656|    153772|
   131.247.67.45|     6|     2016-03-04 22:22:44|     2016-03-04 22:22:52|        75|      1031|    251745|
   131.247.67.45|     6|     2016-03-04 22:22:47|     2016-03-04 22:22:51|        49|       635|    168405|
   131.247.67.45|     6|     2016-03-04 22:22:52|     2016-03-04 22:23:00|        58|      1392|    231531|
   131.247.67.45|     6|     2016-03-04 22:22:52|     2016-03-04 22:23:00|        71|      1373|    235916|
   131.247.67.45|     6|     2016-03-04 22:22:52|     2016-03-04 22:23:00|        85|      2204|    334837|
   131.247.67.45|     6|     2016-03-04 22:23:00|     2016-03-04 22:23:06|        88|      1856|    303441|
   131.247.67.45|     6|     2016-03-04 22:23:00|     2016-03-04 22:23:08|        53|      1217|    186269|
   131.247.67.45|     6|     2016-03-04 22:23:02|     2016-03-04 22:23:06|        34|       767|    124885|
   131.247.67.45|     6|     2016-03-04 22:23:02|     2016-03-04 22:23:07|        45|       999|    170218|
   131.247.67.45|     6|     2016-03-04 22:23:08|     2016-03-04 22:23:16|        55|      1086|    161487|
   131.247.67.45|     6|     2016-03-04 22:23:11|     2016-03-04 22:23:16|        42|       688|    109265|
   131.247.67.45|     6|     2016-03-04 22:23:16|     2016-03-04 22:23:21|        44|      1165|    130764|
   131.247.67.45|     6|     2016-03-04 22:23:24|     2016-03-04 22:23:32|        38|       406|     51901|
   131.247.67.45|     6|     2016-03-04 22:23:25|     2016-03-04 22:23:31|        34|       506|    156120|
   131.247.67.45|     6|     2016-03-04 22:23:40|     2016-03-04 22:23:48|        45|       888|    420515|
   131.247.67.45|     6|     2016-03-04 22:23:48|     2016-03-04 22:23:56|        43|       621|    193144|
   131.247.67.45|     6|     2016-03-04 22:23:50|     2016-03-04 22:23:56|        42|       505|    167265|
   131.247.67.45|     6|     2016-03-04 22:25:32|     2016-03-04 22:25:40|        49|      1144|    950698|
   131.247.67.45|     6|     2016-03-04 22:26:20|     2016-03-04 22:26:28|        33|       421|     74916|
   131.247.67.45|     6|     2016-03-04 22:28:52|     2016-03-04 22:29:01|        57|       792|     74773|
   131.247.67.45|     6|     2016-03-04 22:29:08|     2016-03-04 22:29:16|        76|      1859|   1816913|
   131.247.67.45|     6|     2016-03-04 22:29:16|     2016-03-04 22:29:24|        50|       773|     86779|
   131.247.67.45|     6|     2016-03-04 22:31:57|     2016-03-04 22:32:04|        35|       380|     67118|
   131.247.67.45|     6|     2016-03-04 22:33:58|     2016-03-04 22:34:03|        35|       257|     26738|
   131.247.67.45|     6|     2016-03-04 22:34:21|     2016-03-04 22:34:29|        38|       311|     44745|
   131.247.67.45|     6|     2016-03-04 22:34:22|     2016-03-04 22:34:29|        47|       367|     68191|
   131.247.67.45|     6|     2016-03-04 22:34:29|     2016-03-04 22:34:37|        63|       624|    250188|
   131.247.67.45|     6|     2016-03-04 22:34:53|     2016-03-04 22:34:58|        36|       280|     39471|
   131.247.67.45|     6|     2016-03-04 22:36:37|     2016-03-04 22:36:44|        40|       795|    754182|
   131.247.67.45|     6|     2016-03-04 22:38:37|     2016-03-04 22:38:45|        49|       399|     79828|
   131.247.67.45|     6|     2016-03-04 22:38:54|     2016-03-04 22:39:01|        36|       355|     78400|
   131.247.67.45|     6|     2016-03-04 22:39:01|     2016-03-04 22:39:09|        49|       469|     90257|
   131.247.67.45|     6|     2016-03-04 22:39:18|     2016-03-04 22:39:25|        48|       509|    107711|
   131.247.67.45|     6|     2016-03-04 22:39:33|     2016-03-04 22:39:41|        60|       660|    164178|
   131.247.67.45|     6|     2016-03-04 22:40:14|     2016-03-04 22:40:21|        36|       343|     90528|
   131.247.67.45|     6|     2016-03-04 22:40:21|     2016-03-04 22:40:29|        35|       316|     57262|
   131.247.67.45|     6|     2016-03-04 22:40:47|     2016-03-04 22:40:53|        35|       400|    182284|
   131.247.67.45|     6|     2016-03-04 22:41:02|     2016-03-04 22:41:09|        37|       365|     71762|
   131.247.67.45|     6|     2016-03-04 22:41:48|     2016-03-04 22:41:58|        49|      1410|    970394|
   131.247.67.45|     6|     2016-03-04 22:41:52|     2016-03-04 22:41:57|        35|       685|    381580|
   131.247.67.45|     6|     2016-03-04 22:41:58|     2016-03-04 22:42:05|        34|       261|     34271|
   131.247.67.45|     6|     2016-03-04 22:41:59|     2016-03-04 22:42:03|        33|       262|     50081|
   131.247.67.45|     6|     2016-03-04 22:42:54|     2016-03-04 22:43:02|        56|      6170|    373679|
   131.247.67.45|     6|     2016-03-04 22:44:06|     2016-03-04 22:44:14|        38|       306|     31338|
   131.247.67.45|     6|     2016-03-04 22:45:10|     2016-03-04 22:45:18|        38|      3307|   4486539|
   131.247.67.45|     6|     2016-03-04 22:48:47|     2016-03-04 22:48:54|        37|       277|     40859|
   131.247.67.45|     6|     2016-03-04 22:48:54|     2016-03-04 22:49:02|        35|       312|     40394|
   131.247.67.45|     6|     2016-03-04 22:49:10|     2016-03-04 22:49:18|        39|       374|     51174|
   131.247.67.45|     6|     2016-03-04 22:49:12|     2016-03-04 22:49:18|        44|       326|     43755|
   131.247.67.45|     6|     2016-03-04 22:50:31|     2016-03-04 22:50:38|        35|       281|     64412|
   131.247.67.45|     6|     2016-03-04 22:51:03|     2016-03-04 22:51:11|        46|       379|     86026|
   131.247.67.45|     6|     2016-03-04 22:52:07|     2016-03-04 22:52:15|        34|       234|     32740|
   131.247.67.45|     6|     2016-03-04 22:55:04|     2016-03-04 22:55:11|        43|       299|     43871|
   131.247.67.45|     6|     2016-03-04 22:55:27|     2016-03-04 22:55:34|        53|      3047|    228881|
   131.247.67.45|     6|     2016-03-04 22:56:47|     2016-03-04 22:56:55|        62|       403|     65677|
   131.247.67.45|     6|     2016-03-04 22:58:08|     2016-03-04 22:58:14|        37|       414|     54994|
   131.247.67.45|     6|     2016-03-04 22:58:16|     2016-03-04 22:58:22|        62|      1018|    145115|
   131.247.67.45|     6|     2016-03-04 22:58:24|     2016-03-04 22:58:29|        39|       306|     36623|
   131.247.67.45|     6|     2016-03-04 22:58:31|     2016-03-04 22:58:40|        46|      1672|    195086|
   131.247.67.45|     6|     2016-03-04 22:58:40|     2016-03-04 22:58:47|        56|       812|    127838|
   131.247.67.45|     6|     2016-03-04 22:58:47|     2016-03-04 22:58:56|        77|      1486|    219006|
   131.247.67.45|     6|     2016-03-04 22:58:49|     2016-03-04 22:58:56|        37|       593|    103266|
   131.247.67.45|     6|     2016-03-04 22:59:03|     2016-03-04 22:59:12|        68|      1093|    153627|
   131.247.67.45|     6|     2016-03-04 22:59:17|     2016-03-04 22:59:26|        98|      1466|    385339|
   131.247.67.45|     6|     2016-03-04 22:59:21|     2016-03-04 22:59:25|        43|       624|     83550|
   131.247.67.45|     6|     2016-03-04 22:59:17|     2016-03-04 22:59:27|        39|       926|    137175|
   131.247.67.45|     6|     2016-03-04 22:59:34|     2016-03-04 22:59:43|       106|      1819|    253154|
   131.247.67.45|     6|     2016-03-04 22:59:49|     2016-03-04 22:59:59|        34|       713|    206217|
 159.122.255.247|     6|     2016-03-04 22:08:57|     2016-03-04 22:08:58|        34|        34|      1632|
     172.17.3.81|     6|     2016-03-04 22:03:39|     2016-03-04 22:03:39|        34|       175|     39246|
    10.119.22.97|     6|     2016-03-04 22:04:04|     2016-03-04 22:04:05|        44|        44|      2024|
    10.119.22.97|     6|     2016-03-04 22:04:04|     2016-03-04 22:04:05|        55|        55|      2530|
    10.119.22.97|     6|     2016-03-04 22:04:04|     2016-03-04 22:04:04|        68|        68|      3128|
    10.119.22.97|     6|     2016-03-04 22:04:05|     2016-03-04 22:04:05|        45|        45|      2070|
    10.119.22.97|     6|     2016-03-04 22:04:04|     2016-03-04 22:04:05|        50|        50|      2300|
    172.17.0.110|     6|     2016-03-04 22:05:30|     2016-03-04 22:05:34|        32|       810|     68393|
     172.17.3.81|     6|     2016-03-04 22:08:09|     2016-03-04 22:08:09|        32|        58|      7499|
     172.17.3.81|     6|     2016-03-04 22:08:53|     2016-03-04 22:08:53|        38|       112|     17755|
     172.17.3.81|     6|     2016-03-04 22:08:53|     2016-03-04 22:08:53|        33|       100|     33354|
   10.119.41.183|     6|     2016-03-04 22:10:36|     2016-03-04 22:10:36|        35|        60|      2760|
    172.17.4.129|     6|     2016-03-04 22:11:56|     2016-03-04 22:11:56|        60|        94|      3948|
    172.19.15.26|     6|     2016-03-04 22:14:44|     2016-03-04 22:14:44|        39|        76|      3496|
    10.119.34.55|     6|     2016-03-04 22:15:45|     2016-03-04 22:15:45|        39|        55|      2530|
    10.119.34.55|     6|     2016-03-04 22:17:53|     2016-03-04 22:17:53|        35|        49|      4903|
    172.19.8.126|     6|     2016-03-04 22:20:33|     2016-03-04 22:20:33|        58|        74|      3751|
   10.119.45.140|     6|     2016-03-04 22:24:42|     2016-03-04 22:24:42|        41|        74|      9235|
   10.119.45.140|     6|     2016-03-04 22:26:41|     2016-03-04 22:26:41|        49|        75|      3450|
    172.19.14.94|     6|     2016-03-04 22:28:16|     2016-03-04 22:28:16|        36|        91|      4186|
    172.17.0.125|     6|     2016-03-04 22:31:54|     2016-03-04 22:31:54|        57|        85|      3570|
   10.119.38.104|     1|     2016-03-04 22:01:08|     2016-03-04 22:01:13|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:02:16|     2016-03-04 22:02:21|        35|       109|      7194|
   10.119.38.104|     1|     2016-03-04 22:05:31|     2016-03-04 22:05:36|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 22:05:53|     2016-03-04 22:05:58|        33|       100|      6600|
   131.247.66.98|     6|     2016-03-04 22:07:05|     2016-03-04 22:07:05|        34|        65|      2990|
   10.119.38.104|     1|     2016-03-04 22:07:08|     2016-03-04 22:07:13|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 22:08:01|     2016-03-04 22:08:06|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:10:31|     2016-03-04 22:10:36|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 22:10:38|     2016-03-04 22:10:43|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 22:11:31|     2016-03-04 22:11:36|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:12:08|     2016-03-04 22:12:13|        32|       104|      6864|
   10.119.38.104|     1|     2016-03-04 22:12:23|     2016-03-04 22:12:30|        34|       106|      6996|
   10.119.38.104|     1|     2016-03-04 22:12:53|     2016-03-04 22:12:58|        34|       119|      7854|
   10.119.38.104|     1|     2016-03-04 22:13:01|     2016-03-04 22:13:06|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 22:13:38|     2016-03-04 22:13:43|        36|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:13:53|     2016-03-04 22:13:58|        33|       106|      6996|
   10.119.38.104|     1|     2016-03-04 22:14:01|     2016-03-04 22:14:06|        32|       100|      6600|
   10.119.38.104|     1|     2016-03-04 22:14:31|     2016-03-04 22:14:36|        38|       115|      7590|
   10.119.38.104|     1|     2016-03-04 22:15:25|     2016-03-04 22:15:30|        32|       102|      6732|
   10.119.38.104|     1|     2016-03-04 22:15:38|     2016-03-04 22:15:43|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:17:08|     2016-03-04 22:17:13|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 22:18:38|     2016-03-04 22:18:43|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 22:19:53|     2016-03-04 22:19:58|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:20:01|     2016-03-04 22:20:06|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 22:20:23|     2016-03-04 22:20:29|        37|       131|      8646|
   10.119.38.104|     1|     2016-03-04 22:20:38|     2016-03-04 22:20:43|        35|       105|      6930|
   10.119.38.154|     6|     2016-03-04 22:21:09|     2016-03-04 22:21:09|        41|        82|      3772|
   10.119.38.104|     1|     2016-03-04 22:22:01|     2016-03-04 22:22:06|        34|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:24:33|     2016-03-04 22:24:38|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:24:41|     2016-03-04 22:24:46|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 22:25:22|     2016-03-04 22:25:27|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 22:26:16|     2016-03-04 22:26:22|        36|       135|      8910|
   10.119.38.104|     1|     2016-03-04 22:26:53|     2016-03-04 22:26:58|        35|       122|      8052|
    10.119.69.51|     6|     2016-03-04 22:27:09|     2016-03-04 22:27:19|        33|        93|      4608|
   10.119.38.104|     1|     2016-03-04 22:27:16|     2016-03-04 22:27:25|        34|       113|      7458|
   10.119.38.104|     1|     2016-03-04 22:27:38|     2016-03-04 22:27:43|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 22:28:53|     2016-03-04 22:28:58|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 22:29:38|     2016-03-04 22:29:43|        34|       102|      6732|
   10.119.38.154|     6|     2016-03-04 22:31:39|     2016-03-04 22:31:39|        33|        65|      2990|
   10.119.38.104|     1|     2016-03-04 22:31:31|     2016-03-04 22:31:36|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:32:01|     2016-03-04 22:32:06|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 22:37:21|     2016-03-04 22:37:26|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 22:37:51|     2016-03-04 22:37:56|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 22:39:21|     2016-03-04 22:39:26|        41|       126|      8316|
   10.119.38.104|     1|     2016-03-04 22:39:59|     2016-03-04 22:40:04|        35|       122|      8052|
   10.119.38.104|     1|     2016-03-04 22:40:21|     2016-03-04 22:40:28|        36|       122|      8052|
   10.119.38.104|     1|     2016-03-04 22:40:51|     2016-03-04 22:40:56|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:42:06|     2016-03-04 22:42:11|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 22:42:36|     2016-03-04 22:42:41|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:42:59|     2016-03-04 22:43:04|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 22:43:21|     2016-03-04 22:43:26|        32|       110|      7260|
   10.119.38.104|     1|     2016-03-04 22:44:51|     2016-03-04 22:44:56|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 22:44:59|     2016-03-04 22:45:04|        33|       106|      6996|
   10.119.38.104|     1|     2016-03-04 22:45:21|     2016-03-04 22:45:28|        37|       114|      7524|
   10.119.69.131|     6|     2016-03-04 22:45:38|     2016-03-04 22:45:48|        33|        97|      4792|
   10.119.38.104|     1|     2016-03-04 22:46:06|     2016-03-04 22:46:12|        46|       145|      9570|
   10.119.69.131|     6|     2016-03-04 22:46:18|     2016-03-04 22:46:28|        37|       109|      5384|
   10.119.69.131|     6|     2016-03-04 22:46:58|     2016-03-04 22:47:08|        33|        96|      4746|
   10.119.38.104|     1|     2016-03-04 22:46:51|     2016-03-04 22:46:56|        63|       189|     12474|
   10.119.38.104|     1|     2016-03-04 22:46:59|     2016-03-04 22:47:04|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 22:47:06|     2016-03-04 22:47:11|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 22:47:44|     2016-03-04 22:47:49|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:48:21|     2016-03-04 22:48:26|        36|       111|      7326|
   10.119.38.104|     1|     2016-03-04 22:49:21|     2016-03-04 22:49:26|        32|       100|      6600|
   10.119.38.104|     1|     2016-03-04 22:50:51|     2016-03-04 22:50:56|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 22:51:21|     2016-03-04 22:51:26|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 22:51:36|     2016-03-04 22:51:41|        35|       105|      6930|
