             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   10.119.38.104|     1|     2016-03-04 19:00:45|     2016-03-04 19:00:50|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 19:02:15|     2016-03-04 19:02:20|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 19:03:00|     2016-03-04 19:03:05|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 19:03:23|     2016-03-04 19:03:28|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 19:03:45|     2016-03-04 19:03:50|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 19:05:08|     2016-03-04 19:05:13|        44|       132|      8712|
   10.119.38.104|     1|     2016-03-04 19:07:15|     2016-03-04 19:07:20|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:07:38|     2016-03-04 19:07:44|        34|       107|      7062|
   10.119.38.104|     1|     2016-03-04 19:08:00|     2016-03-04 19:08:05|        32|       108|      7128|
   10.119.38.104|     1|     2016-03-04 19:08:47|     2016-03-04 19:08:52|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 19:08:53|     2016-03-04 19:08:58|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:09:23|     2016-03-04 19:09:28|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 19:09:52|     2016-03-04 19:09:57|        46|       138|      9108|
   10.119.38.104|     1|     2016-03-04 19:09:59|     2016-03-04 19:10:04|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 19:10:15|     2016-03-04 19:10:20|        32|       109|      7194|
   10.119.38.104|     1|     2016-03-04 19:10:53|     2016-03-04 19:10:59|        32|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:11:08|     2016-03-04 19:11:13|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:12:08|     2016-03-04 19:12:14|        39|       120|      7920|
   10.119.38.104|     1|     2016-03-04 19:12:38|     2016-03-04 19:12:43|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 19:12:53|     2016-03-04 19:12:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:13:08|     2016-03-04 19:13:14|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 19:13:23|     2016-03-04 19:13:29|        35|       131|      8646|
   10.119.38.104|     1|     2016-03-04 19:13:30|     2016-03-04 19:13:35|        39|       120|      7920|
   10.119.38.104|     1|     2016-03-04 19:13:53|     2016-03-04 19:13:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:14:53|     2016-03-04 19:14:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:15:33|     2016-03-04 19:15:38|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:15:48|     2016-03-04 19:15:53|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:17:17|     2016-03-04 19:17:22|        37|       117|      7722|
   10.119.38.104|     1|     2016-03-04 19:17:24|     2016-03-04 19:17:29|        35|       107|      7062|
   10.119.38.104|     1|     2016-03-04 19:17:45|     2016-03-04 19:17:50|        35|       119|      7854|
   10.119.38.104|     1|     2016-03-04 19:18:00|     2016-03-04 19:18:05|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 19:18:01|     2016-03-04 19:18:06|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:18:08|     2016-03-04 19:18:15|        36|       117|      7722|
   10.119.38.104|     1|     2016-03-04 19:18:15|     2016-03-04 19:18:20|        47|       141|      9306|
   10.119.38.104|     1|     2016-03-04 19:19:07|     2016-03-04 19:19:14|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 19:19:22|     2016-03-04 19:19:29|        53|       162|     10692|
   10.119.38.104|     1|     2016-03-04 19:19:56|     2016-03-04 19:20:01|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 19:20:04|     2016-03-04 19:20:09|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:20:11|     2016-03-04 19:20:16|        41|       128|      8448|
   10.119.38.104|     1|     2016-03-04 19:20:15|     2016-03-04 19:20:20|        35|       109|      7194|
   10.119.38.104|     1|     2016-03-04 19:20:34|     2016-03-04 19:20:39|        42|       126|      8316|
   10.119.38.104|     1|     2016-03-04 19:22:00|     2016-03-04 19:22:05|        41|       125|      8250|
   10.119.38.104|     1|     2016-03-04 19:24:15|     2016-03-04 19:24:22|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:25:53|     2016-03-04 19:25:58|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:25:53|     2016-03-04 19:25:58|        41|       128|      8448|
   10.119.38.104|     1|     2016-03-04 19:26:00|     2016-03-04 19:26:05|        41|       138|      9108|
   10.119.38.104|     1|     2016-03-04 19:26:30|     2016-03-04 19:26:37|        35|       121|      7986|
   10.119.38.104|     1|     2016-03-04 19:27:23|     2016-03-04 19:27:28|        32|       103|      6798|
   10.119.38.104|     1|     2016-03-04 19:27:30|     2016-03-04 19:27:34|        43|       129|      8514|
  131.247.70.112|     6|     2016-03-04 19:28:22|     2016-03-04 19:28:22|        32|        32|      1664|
   10.119.38.104|     1|     2016-03-04 19:28:53|     2016-03-04 19:28:58|        55|       167|     11022|
   10.119.38.104|     1|     2016-03-04 19:29:01|     2016-03-04 19:29:06|        38|       117|      7722|
   10.119.38.104|     1|     2016-03-04 19:29:08|     2016-03-04 19:29:13|        52|       161|     10626|
   10.119.38.104|     1|     2016-03-04 19:33:03|     2016-03-04 19:33:08|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 19:33:18|     2016-03-04 19:33:23|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 19:34:15|     2016-03-04 19:34:22|        33|       120|      7920|
   10.119.38.104|     1|     2016-03-04 19:35:11|     2016-03-04 19:35:16|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 19:35:30|     2016-03-04 19:35:35|        34|       108|      7128|
   10.119.38.104|     1|     2016-03-04 19:36:53|     2016-03-04 19:36:58|        44|       132|      8712|
  131.247.70.112|     6|     2016-03-04 19:37:52|     2016-03-04 19:37:52|        32|        32|      1664|
   10.119.38.104|     1|     2016-03-04 19:38:45|     2016-03-04 19:38:50|        39|       117|      7722|
  131.247.70.112|     6|     2016-03-04 19:40:22|     2016-03-04 19:40:22|        33|        33|      1716|
   10.119.38.104|     1|     2016-03-04 19:41:15|     2016-03-04 19:41:20|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 19:41:45|     2016-03-04 19:41:50|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 19:43:38|     2016-03-04 19:43:43|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:44:00|     2016-03-04 19:44:05|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:44:53|     2016-03-04 19:44:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:45:45|     2016-03-04 19:45:52|        35|       123|      8118|
   10.119.38.104|     1|     2016-03-04 19:46:15|     2016-03-04 19:46:22|        33|       111|      7326|
   10.119.38.104|     1|     2016-03-04 19:46:30|     2016-03-04 19:46:35|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 19:48:00|     2016-03-04 19:48:05|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 19:49:38|     2016-03-04 19:49:44|        41|       125|      8250|
   10.119.38.104|     1|     2016-03-04 19:49:45|     2016-03-04 19:49:50|        45|       135|      8910|
   10.119.38.104|     1|     2016-03-04 19:50:53|     2016-03-04 19:50:58|        33|       123|      8118|
   10.119.38.104|     1|     2016-03-04 19:51:08|     2016-03-04 19:51:15|        34|       114|      7524|
   10.119.38.104|     1|     2016-03-04 19:52:08|     2016-03-04 19:52:15|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 19:52:23|     2016-03-04 19:52:28|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 19:53:15|     2016-03-04 19:53:20|        35|       116|      7656|
   10.119.38.104|     1|     2016-03-04 19:53:23|     2016-03-04 19:53:28|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 19:54:08|     2016-03-04 19:54:15|        34|       114|      7524|
   10.119.38.104|     1|     2016-03-04 19:54:23|     2016-03-04 19:54:28|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 19:55:08|     2016-03-04 19:55:13|        35|       112|      7392|
   10.119.38.104|     1|     2016-03-04 19:56:45|     2016-03-04 19:56:50|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 19:58:45|     2016-03-04 19:58:51|        34|       113|      7458|
   10.119.38.104|     1|     2016-03-04 19:59:00|     2016-03-04 19:59:05|        34|       102|      6732|
   131.247.67.45|     6|     2016-03-04 20:00:02|     2016-03-04 20:00:10|        57|       835|    397463|
   131.247.67.45|     6|     2016-03-04 20:00:18|     2016-03-04 20:00:26|        32|       464|     63543|
   131.247.67.45|     6|     2016-03-04 20:00:19|     2016-03-04 20:00:27|        33|       437|     56496|
   131.247.67.45|     6|     2016-03-04 20:00:51|     2016-03-04 20:00:58|        34|       534|    367788|
   131.247.67.45|     6|     2016-03-04 20:01:07|     2016-03-04 20:01:14|        39|       585|    154239|
   131.247.67.45|     6|     2016-03-04 20:01:14|     2016-03-04 20:01:23|        77|      1306|    591759|
   131.247.67.45|     6|     2016-03-04 20:01:22|     2016-03-04 20:01:31|       110|      1153|    136649|
   131.247.67.45|     6|     2016-03-04 20:01:31|     2016-03-04 20:01:38|        53|       445|     52924|
   131.247.67.45|     6|     2016-03-04 20:02:02|     2016-03-04 20:02:11|        32|       310|     81561|
   131.247.67.45|     6|     2016-03-04 20:01:53|     2016-03-04 20:02:11|        50|     11645|  16716409|
   131.247.67.45|     6|     2016-03-04 20:02:12|     2016-03-04 20:02:18|        45|       434|    120286|
   131.247.67.45|     6|     2016-03-04 20:02:19|     2016-03-04 20:02:26|        40|       692|    493818|
   131.247.67.45|     6|     2016-03-04 20:02:43|     2016-03-04 20:02:51|        33|       357|     53543|
   131.247.67.45|     6|     2016-03-04 20:04:03|     2016-03-04 20:04:19|        46|       782|    147194|
   131.247.67.45|     6|     2016-03-04 20:04:43|     2016-03-04 20:04:50|        37|       395|    120271|
   131.247.67.45|     6|     2016-03-04 20:07:07|     2016-03-04 20:07:16|        48|      1517|    115502|
   131.247.67.45|     6|     2016-03-04 20:08:20|     2016-03-04 20:08:28|        32|       420|     65888|
   131.247.67.45|     6|     2016-03-04 20:08:28|     2016-03-04 20:08:35|        34|       409|     53416|
   131.247.67.45|     6|     2016-03-04 20:08:36|     2016-03-04 20:08:44|        54|       483|    114073|
   131.247.67.45|     6|     2016-03-04 20:08:52|     2016-03-04 20:08:57|        34|       294|     33511|
   131.247.67.45|     6|     2016-03-04 20:08:47|     2016-03-04 20:09:00|        41|       884|     69382|
   131.247.67.45|     6|     2016-03-04 20:09:08|     2016-03-04 20:09:16|        54|       447|     63665|
   131.247.67.45|     6|     2016-03-04 20:10:36|     2016-03-04 20:10:44|        47|       499|     91840|
   131.247.67.45|     6|     2016-03-04 20:10:51|     2016-03-04 20:11:00|        47|       475|     81082|
   131.247.67.45|     6|     2016-03-04 20:11:00|     2016-03-04 20:11:08|        96|       927|    144799|
   131.247.67.45|     6|     2016-03-04 20:12:12|     2016-03-04 20:12:20|        46|       471|    103391|
   131.247.67.45|     6|     2016-03-04 20:14:37|     2016-03-04 20:14:44|        35|       419|     69768|
   131.247.67.45|     6|     2016-03-04 20:15:54|     2016-03-04 20:16:04|        40|       680|    372314|
   131.247.67.45|     6|     2016-03-04 20:16:04|     2016-03-04 20:16:12|        47|       599|    333163|
   131.247.67.45|     6|     2016-03-04 20:16:29|     2016-03-04 20:16:35|        67|       553|    116140|
   131.247.67.45|     6|     2016-03-04 20:16:59|     2016-03-04 20:17:09|        37|      1513|   1594722|
   131.247.67.45|     6|     2016-03-04 20:18:53|     2016-03-04 20:19:01|        32|     17210|  24827247|
   131.247.67.45|     6|     2016-03-04 20:19:09|     2016-03-04 20:19:17|        39|       452|    220974|
   131.247.67.45|     6|     2016-03-04 20:19:25|     2016-03-04 20:19:33|        32|       310|    101962|
   131.247.67.45|     6|     2016-03-04 20:21:24|     2016-03-04 20:21:33|        34|      1949|    954701|
   131.247.67.45|     6|     2016-03-04 20:21:41|     2016-03-04 20:21:49|        49|      1017|   1034757|
   131.247.67.45|     6|     2016-03-04 20:22:22|     2016-03-04 20:22:29|        42|       494|    104935|
   131.247.67.45|     6|     2016-03-04 20:24:53|     2016-03-04 20:25:02|        43|       991|    186851|
   131.247.67.45|     6|     2016-03-04 20:25:10|     2016-03-04 20:25:23|        34|       511|     48240|
   131.247.67.45|     6|     2016-03-04 20:25:41|     2016-03-04 20:25:50|        66|      1312|   1035549|
   131.247.67.45|     6|     2016-03-04 20:25:49|     2016-03-04 20:25:58|        45|       426|    142005|
   131.247.67.45|     6|     2016-03-04 20:25:59|     2016-03-04 20:26:06|        33|       278|     38693|
   131.247.67.45|     6|     2016-03-04 20:26:06|     2016-03-04 20:26:14|        38|       460|    140028|
   131.247.67.45|     6|     2016-03-04 20:27:17|     2016-03-04 20:27:25|        51|       478|    163072|
   131.247.67.45|     6|     2016-03-04 20:29:02|     2016-03-04 20:29:10|        33|       307|    121695|
   131.247.67.45|     6|     2016-03-04 20:29:50|     2016-03-04 20:29:58|        44|       492|     96267|
   131.247.67.45|     6|     2016-03-04 20:30:06|     2016-03-04 20:30:14|        62|       529|     84277|
   131.247.67.45|     6|     2016-03-04 20:30:22|     2016-03-04 20:30:30|        35|       324|     45695|
   131.247.67.45|     6|     2016-03-04 20:31:02|     2016-03-04 20:31:09|        40|       498|    115109|
   131.247.67.45|     6|     2016-03-04 20:31:33|     2016-03-04 20:31:42|        49|       654|    320849|
   131.247.67.45|     6|     2016-03-04 20:32:14|     2016-03-04 20:32:21|        36|      1692|   2209841|
   131.247.67.45|     6|     2016-03-04 20:32:40|     2016-03-04 20:32:46|        34|       335|     64274|
   131.247.67.45|     6|     2016-03-04 20:33:03|     2016-03-04 20:33:10|        60|       623|    229338|
   131.247.67.45|     6|     2016-03-04 20:33:36|     2016-03-04 20:33:42|        35|     17044|  24687682|
   131.247.67.45|     6|     2016-03-04 20:34:45|     2016-03-04 20:34:55|        32|       379|     40349|
   131.247.67.45|     6|     2016-03-04 20:38:08|     2016-03-04 20:38:14|        33|       273|     59475|
   131.247.67.45|     6|     2016-03-04 20:39:20|     2016-03-04 20:39:26|        38|       451|     74432|
   131.247.67.45|     6|     2016-03-04 20:40:46|     2016-03-04 20:40:55|        35|       535|    285867|
   131.247.67.45|     6|     2016-03-04 20:42:16|     2016-03-04 20:42:24|        36|       363|     97149|
   131.247.67.45|     6|     2016-03-04 20:42:24|     2016-03-04 20:42:31|        54|       527|    120828|
   131.247.67.45|     6|     2016-03-04 20:43:55|     2016-03-04 20:44:08|        63|       863|    541941|
   131.247.67.45|     6|     2016-03-04 20:45:13|     2016-03-04 20:45:21|        71|       802|    150649|
   131.247.67.45|     6|     2016-03-04 20:46:26|     2016-03-04 20:46:33|        66|       455|     88522|
   131.247.67.45|     6|     2016-03-04 20:46:33|     2016-03-04 20:46:41|        64|       537|     74988|
   131.247.67.45|     6|     2016-03-04 20:46:41|     2016-03-04 20:46:49|        55|       407|     60529|
   131.247.67.45|     6|     2016-03-04 20:47:21|     2016-03-04 20:47:29|        38|       528|    250450|
   131.247.67.45|     6|     2016-03-04 20:49:09|     2016-03-04 20:49:22|        36|      2922|    169970|
   131.247.67.45|     6|     2016-03-04 20:49:21|     2016-03-04 20:49:30|        36|       460|    160359|
   131.247.67.45|     6|     2016-03-04 20:49:30|     2016-03-04 20:49:37|        43|       445|    223187|
   131.247.67.45|     6|     2016-03-04 20:56:18|     2016-03-04 20:56:26|        37|       265|     40046|
   131.247.67.45|     6|     2016-03-04 20:56:27|     2016-03-04 20:56:34|        33|       604|    526147|
   131.247.67.45|     6|     2016-03-04 20:57:30|     2016-03-04 20:57:39|        37|       327|     74778|
    172.18.0.226|     6|     2016-03-04 20:00:34|     2016-03-04 20:00:34|        64|       105|      4410|
    172.18.0.226|     6|     2016-03-04 20:00:34|     2016-03-04 20:00:34|        63|       106|      4452|
    172.17.2.172|     6|     2016-03-04 20:03:30|     2016-03-04 20:03:30|        34|        69|      3478|
    172.17.2.172|     6|     2016-03-04 20:03:30|     2016-03-04 20:03:30|        35|        75|      3800|
    172.17.2.172|     6|     2016-03-04 20:03:30|     2016-03-04 20:03:30|        68|       145|      7350|
   172.19.15.141|     6|     2016-03-04 20:09:07|     2016-03-04 20:09:07|        57|        57|      2622|
    172.17.2.110|     6|     2016-03-04 20:09:33|     2016-03-04 20:09:33|        32|        54|      2268|
    10.119.51.10|     6|     2016-03-04 20:13:20|     2016-03-04 20:13:20|        36|        57|      2622|
    10.119.45.94|     6|     2016-03-04 20:22:09|     2016-03-04 20:22:09|        39|        54|      2484|
    10.119.45.94|     6|     2016-03-04 20:24:01|     2016-03-04 20:24:01|        32|        50|      2300|
     172.17.2.53|     6|     2016-03-04 20:28:03|     2016-03-04 20:28:03|        43|        85|      4180|
     172.17.3.49|     6|     2016-03-04 20:32:24|     2016-03-04 20:32:24|        55|        81|      3402|
   10.119.28.103|     6|     2016-03-04 20:32:32|     2016-03-04 20:32:32|        52|        52|      2392|
    172.17.2.110|     6|     2016-03-04 20:36:56|     2016-03-04 20:36:56|        34|        51|      2142|
    172.17.2.110|     6|     2016-03-04 20:36:56|     2016-03-04 20:36:56|        51|        79|      3318|
    172.17.1.118|     6|     2016-03-04 20:40:31|     2016-03-04 20:40:31|        35|        35|      1790|
   10.119.41.159|     6|     2016-03-04 20:41:47|     2016-03-04 20:41:47|        36|        67|      3082|
    172.17.5.201|     6|     2016-03-04 20:41:53|     2016-03-04 20:41:53|        35|        38|      1956|
    10.119.40.61|     6|     2016-03-04 20:44:38|     2016-03-04 20:44:38|        37|        63|      2898|
    10.119.26.98|     6|     2016-03-04 20:46:59|     2016-03-04 20:46:59|        34|        50|      2300|
    10.119.50.44|     6|     2016-03-04 20:55:43|     2016-03-04 20:55:43|        46|        71|      3266|
    172.19.8.126|     6|     2016-03-04 20:58:42|     2016-03-04 20:58:42|        38|        46|      2116|
    172.19.8.126|     6|     2016-03-04 20:58:42|     2016-03-04 20:58:44|        52|        67|      3555|
    10.119.26.76|     6|     2016-03-04 20:59:43|     2016-03-04 20:59:43|        33|        50|      2300|
   10.119.38.104|     1|     2016-03-04 20:02:45|     2016-03-04 20:02:52|        34|       114|      7524|
   10.119.38.154|     6|     2016-03-04 20:04:39|     2016-03-04 20:04:39|        46|        92|      4232|
   10.119.38.104|     1|     2016-03-04 20:05:31|     2016-03-04 20:05:36|        32|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:08:16|     2016-03-04 20:08:21|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 20:08:23|     2016-03-04 20:08:28|        37|       121|      7986|
   10.119.38.104|     1|     2016-03-04 20:09:16|     2016-03-04 20:09:21|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:09:23|     2016-03-04 20:09:28|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:09:31|     2016-03-04 20:09:36|        50|       150|      9900|
   10.119.38.104|     1|     2016-03-04 20:09:38|     2016-03-04 20:09:43|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 20:10:30|     2016-03-04 20:10:35|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 20:10:38|     2016-03-04 20:10:45|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 20:11:23|     2016-03-04 20:11:28|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 20:12:38|     2016-03-04 20:12:45|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 20:14:31|     2016-03-04 20:14:36|        36|       116|      7656|
   10.119.38.104|     1|     2016-03-04 20:15:16|     2016-03-04 20:15:22|        36|       119|      7854|
   10.119.38.104|     1|     2016-03-04 20:17:16|     2016-03-04 20:17:21|        37|       114|      7524|
   10.119.38.104|     1|     2016-03-04 20:17:46|     2016-03-04 20:17:51|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 20:18:15|     2016-03-04 20:18:21|        37|       121|      7986|
   10.119.38.104|     1|     2016-03-04 20:18:22|     2016-03-04 20:18:28|        63|       209|     13794|
   10.119.38.104|     1|     2016-03-04 20:18:31|     2016-03-04 20:18:36|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:18:38|     2016-03-04 20:18:43|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:19:08|     2016-03-04 20:19:15|        33|       119|      7854|
   10.119.38.104|     1|     2016-03-04 20:19:23|     2016-03-04 20:19:28|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:20:23|     2016-03-04 20:20:28|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 20:20:32|     2016-03-04 20:20:37|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:20:46|     2016-03-04 20:20:51|        33|       111|      7326|
   10.119.38.104|     1|     2016-03-04 20:20:53|     2016-03-04 20:20:58|        32|        96|      6336|
   10.119.38.154|     6|     2016-03-04 20:21:09|     2016-03-04 20:21:09|        43|        85|      3910|
   10.119.38.104|     1|     2016-03-04 20:21:16|     2016-03-04 20:21:21|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:22:08|     2016-03-04 20:22:13|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:22:34|     2016-03-04 20:22:39|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 20:23:08|     2016-03-04 20:23:13|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:23:23|     2016-03-04 20:23:28|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:23:31|     2016-03-04 20:23:37|        32|       100|      6600|
   10.119.38.104|     1|     2016-03-04 20:23:38|     2016-03-04 20:23:43|        34|       108|      7128|
  131.247.70.112|     6|     2016-03-04 20:23:53|     2016-03-04 20:23:53|        32|        32|      1664|
   10.119.38.104|     1|     2016-03-04 20:23:46|     2016-03-04 20:23:51|        44|       132|      8712|
   10.119.38.104|     1|     2016-03-04 20:23:53|     2016-03-04 20:24:00|        33|       102|      6732|
   10.119.38.104|     1|     2016-03-04 20:24:12|     2016-03-04 20:24:17|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:24:19|     2016-03-04 20:24:26|        34|       124|      8184|
   10.119.38.104|     1|     2016-03-04 20:24:23|     2016-03-04 20:24:28|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:24:27|     2016-03-04 20:24:32|        37|       112|      7392|
   10.119.38.104|     1|     2016-03-04 20:24:46|     2016-03-04 20:24:55|        40|       137|      9042|
   10.119.38.104|     1|     2016-03-04 20:25:23|     2016-03-04 20:25:30|        41|       128|      8448|
   10.119.38.104|     1|     2016-03-04 20:25:31|     2016-03-04 20:25:36|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 20:25:39|     2016-03-04 20:25:44|        37|       111|      7326|
   10.119.38.104|     1|     2016-03-04 20:26:09|     2016-03-04 20:26:16|        46|       140|      9240|
   10.119.38.104|     1|     2016-03-04 20:26:24|     2016-03-04 20:26:29|        34|       109|      7194|
   10.119.38.104|     1|     2016-03-04 20:27:01|     2016-03-04 20:27:06|        35|       113|      7458|
   10.119.38.104|     1|     2016-03-04 20:27:31|     2016-03-04 20:27:36|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 20:27:38|     2016-03-04 20:27:43|        58|       187|     12342|
   10.119.38.104|     1|     2016-03-04 20:27:46|     2016-03-04 20:27:51|        48|       144|      9504|
   10.119.38.104|     1|     2016-03-04 20:27:53|     2016-03-04 20:27:58|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 20:28:31|     2016-03-04 20:28:35|        34|       103|      6798|
    10.119.69.51|     6|     2016-03-04 20:28:49|     2016-03-04 20:28:59|        37|       103|      5108|
   10.119.38.104|     1|     2016-03-04 20:28:46|     2016-03-04 20:28:52|        37|       115|      7590|
   10.119.38.104|     1|     2016-03-04 20:29:16|     2016-03-04 20:29:22|        34|       109|      7194|
   10.119.38.104|     1|     2016-03-04 20:29:23|     2016-03-04 20:29:28|        54|       162|     10692|
   10.119.38.104|     1|     2016-03-04 20:29:31|     2016-03-04 20:29:36|        68|       204|     13464|
   10.119.38.104|     1|     2016-03-04 20:29:38|     2016-03-04 20:29:43|        46|       138|      9108|
   10.119.38.104|     1|     2016-03-04 20:30:01|     2016-03-04 20:30:06|        70|       211|     13926|
   10.119.38.104|     1|     2016-03-04 20:30:08|     2016-03-04 20:30:13|        59|       177|     11682|
   10.119.38.104|     1|     2016-03-04 20:30:16|     2016-03-04 20:30:21|        58|       188|     12408|
   10.119.38.104|     1|     2016-03-04 20:30:23|     2016-03-04 20:30:30|        64|       198|     13068|
   10.119.38.104|     1|     2016-03-04 20:30:31|     2016-03-04 20:30:36|        63|       189|     12474|
   10.119.38.104|     1|     2016-03-04 20:30:38|     2016-03-04 20:30:43|        60|       180|     11880|
   10.119.38.104|     1|     2016-03-04 20:30:46|     2016-03-04 20:30:51|        53|       160|     10560|
    10.119.69.51|     6|     2016-03-04 20:32:29|     2016-03-04 20:32:34|        45|        69|      3399|
   10.119.38.104|     1|     2016-03-04 20:33:31|     2016-03-04 20:33:36|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:33:53|     2016-03-04 20:33:58|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 20:34:01|     2016-03-04 20:34:06|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 20:34:43|     2016-03-04 20:34:48|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:36:16|     2016-03-04 20:36:21|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 20:36:23|     2016-03-04 20:36:28|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:36:53|     2016-03-04 20:36:58|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 20:37:47|     2016-03-04 20:37:52|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:38:58|     2016-03-04 20:39:03|        34|       103|      6798|
   10.119.38.154|     6|     2016-03-04 20:39:09|     2016-03-04 20:39:09|        41|        82|      3772|
   10.119.38.104|     1|     2016-03-04 20:40:31|     2016-03-04 20:40:36|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 20:40:53|     2016-03-04 20:40:58|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 20:41:38|     2016-03-04 20:41:43|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 20:43:08|     2016-03-04 20:43:15|        36|       126|      8316|
   10.119.38.104|     1|     2016-03-04 20:43:16|     2016-03-04 20:43:21|        34|       110|      7260|
   10.119.38.104|     1|     2016-03-04 20:43:51|     2016-03-04 20:43:56|        36|       109|      7194|
   10.119.38.104|     1|     2016-03-04 20:43:59|     2016-03-04 20:44:04|        39|       117|      7722|
   10.119.38.104|     1|     2016-03-04 20:44:14|     2016-03-04 20:44:20|        42|       136|      8976|
   10.119.38.104|     1|     2016-03-04 20:44:51|     2016-03-04 20:44:56|        41|       123|      8118|
   10.119.38.104|     1|     2016-03-04 20:45:38|     2016-03-04 20:45:45|        46|       142|      9372|
   10.119.38.104|     1|     2016-03-04 20:45:46|     2016-03-04 20:45:51|        38|       118|      7788|
   10.119.38.104|     1|     2016-03-04 20:45:53|     2016-03-04 20:45:58|        36|       108|      7128|
   10.119.69.131|     6|     2016-03-04 20:46:28|     2016-03-04 20:46:38|        32|        89|      4414|
   10.119.38.104|     1|     2016-03-04 20:47:31|     2016-03-04 20:47:36|        37|       116|      7656|
